user_id,username,email,signup_date,last_login,activity_score,is_active
b39ec918-e0eb-4aca-8d4b-c98227b9b033,davidjenkins,jessicamitchell@coleman.com,2024-02-13,2025-01-11,21.35,True
5598b995-224a-447a-b907-3ffb7f5487b2,ilamb,adamsjoseph@gmail.com,2023-11-13,2024-04-20,64.81,False
96b725de-b8cd-4a59-9b6e-f84bb1a22734,murilloleslie,vhicks@alvarez.biz,2023-04-21,2023-10-15,16.03,True
43ec1172-e586-4d04-8bcf-4eff163e0d8f,tjohnson,nelsongary@gmail.com,2023-08-26,2024-04-16,15.29,False
bcbd36bc-dfbd-436b-9e03-58c17ac7027b,emilyhart,heidimiller@hotmail.com,2023-05-16,2023-11-18,48.64,False
0bbb1e3b-4268-4087-b230-35ac457230f2,scottwillis,autumn72@gmail.com,2023-09-25,2024-01-13,32.73,False
d1af214b-62af-4f0e-bfb6-e6b0680af702,rsims,joseph76@yahoo.com,2024-02-18,2024-04-22,27.83,True
66d1cf28-d69d-4b8b-b929-c03f68b92de1,stephanie57,beanchelsea@gmail.com,2023-08-13,2023-09-12,86.98,True
bb3c5f48-7312-4bf5-9f2c-99e356982472,antonio86,harriskara@yahoo.com,2023-10-12,2024-02-09,43.62,True
f02888f6-29bb-4ee6-8c70-0523efb930e2,annjoyce,hamiltonsabrina@lopez.com,2023-10-20,2024-02-18,70.92,True
31db32c3-c2d6-45d3-a2ed-e364b95dcfd0,bpineda,jodimejia@arnold-morrison.com,2023-09-26,2023-11-17,59.53,True
25106807-5c10-4bc9-a31f-2f8ef5bf3199,qmorse,brad27@yahoo.com,2023-11-19,2024-03-02,77.16,True
18e0ae09-d436-44e4-a009-f80637672c80,gillsusan,kathleenjenkins@powell.com,2023-07-13,2024-03-21,7.45,True
0e51677c-641e-48bf-8eb9-8f60bc819858,timothymitchell,thomas54@yahoo.com,2023-07-17,2024-05-13,11.03,False
b16ae3ea-aa2e-4285-a2b3-10bd5cc443a4,perryantonio,brettcasey@bell.com,2023-10-03,2024-02-11,62.34,False
0c310797-6abc-4536-965b-37bce3a3e578,pagemary,chad42@gmail.com,2024-01-13,2024-05-30,25.27,False
490c5fc1-ec7f-46fd-a94a-cc4a947af84d,lopezevelyn,belllisa@gmail.com,2023-12-09,2024-06-14,20.98,True
1e6b8abe-4306-4c0b-bd1c-91339eb2432a,torresalice,zacharychandler@hotmail.com,2024-02-28,2025-01-21,6.25,True
99d094b3-ac2b-4d80-a08f-d720c4574dbb,johnsmith,adam62@yahoo.com,2023-09-17,2024-05-15,45.5,True
2c0ca1f8-f515-4da0-85b9-29a279049605,ronaldfarley,drivers@hotmail.com,2024-01-24,2024-05-28,99.77,False
0ff6c258-1a6e-42a7-9b46-e38fc18e0bc2,cartermelissa,henryjason@ortega.net,2023-05-27,2023-05-30,90.1,False
845e4752-368e-4ed8-9849-0292a3b40bb4,jonesjeffrey,janetmercer@haynes.com,2023-06-06,2024-05-15,37.69,True
8981f386-60da-44ed-b540-13e3b0bfcae3,chase54,davidflores@delacruz-nguyen.com,2023-11-16,2024-06-03,25.56,False
9b0a3090-73dd-4901-bd3c-0b4c3876c943,ronaldwheeler,brittany36@yahoo.com,2024-03-18,2025-02-28,43.9,True
7b431fce-4a2c-4b5e-a01f-f44a32ce5590,sarah37,tommorgan@compton.org,2023-08-04,2024-01-04,75.46,True
85d2dbd4-962a-4768-8e50-0c51d198c512,danielbutler,elizabeth73@allen.net,2023-09-12,2024-04-19,41.47,True
685ad850-7cec-4108-88c2-a2319cf2ef0d,david85,colleencollins@cochran.com,2024-04-02,2025-03-21,34.65,True
8b0b9c11-9d59-48d0-9bac-489e81458dc9,smithjerry,traci41@yahoo.com,2023-11-17,2024-02-28,26.1,True
cc7e1ed0-3481-4b47-ba32-f93210cc6b4c,jfritz,johnathantaylor@rowe.net,2023-04-26,2023-05-17,41.29,True
f53778a9-805e-4369-b267-889c948498bc,suttoncole,andrewsmith@wolf-gonzalez.info,2023-08-04,2023-11-21,28.06,True
8e9ab64c-69e5-4b63-b2f1-ad05e68c6b92,lisa50,jamiegibson@gmail.com,2023-08-27,2023-09-13,91.11,True
daf30b87-56d6-481f-9ff4-2aaba040103d,jillcarter,pamelaolson@gmail.com,2024-03-24,2025-02-08,76.15,False
17a13cd7-0784-42b4-a335-956503adce9e,reedtheresa,nancyrodriguez@montgomery.com,2023-11-14,2023-11-27,11.13,True
fedd7e76-9ec7-4318-a620-da92d8b8cc52,susan29,chughes@gmail.com,2024-01-23,2024-10-07,83.56,True
b2130a55-d225-4471-894e-e4271e8b8035,nancyjones,jacobgonzalez@yahoo.com,2024-02-14,2024-09-07,6.36,False
622bad1b-c093-4f99-a64f-8a367f724973,robertscott,wilkinsonchristopher@henderson.biz,2024-03-06,2024-03-17,18.14,False
7c6bc5af-719f-465b-9f94-4f48206c1979,abowen,vanessaanderson@yahoo.com,2024-03-13,2024-05-14,18.88,True
ddfdf03c-0583-4fa2-8ef0-565b7af35133,cjohns,brianna78@hotmail.com,2023-09-26,2024-09-21,11.02,False
fb2353b0-7d7f-480a-8ad6-95704a418daf,felicia61,katherineharris@yahoo.com,2023-11-17,2024-10-11,61.89,False
abcdfa77-3d6d-4673-9e53-92e916c09068,eshaffer,olowe@wilkinson.com,2024-01-08,2024-01-12,56.45,False
142e8475-5454-43f7-b0ca-d542a063fe68,ortizbrandon,thompsonjenna@hotmail.com,2023-09-22,2024-07-18,42.68,True
6f6946e3-1415-4a08-8c31-e2dc45543deb,gonzalezamy,sullivannancy@yahoo.com,2024-03-20,2024-11-25,91.08,True
e8319c3b-07e2-47de-81eb-f2cc15ed7acb,garrettjeanne,clarkcory@johnson.com,2023-11-26,2024-01-20,33.34,False
c3e3e606-92c0-4b2d-9d1c-b4192d7d2f1f,david74,cervantesjack@hotmail.com,2023-12-17,2024-09-11,22.39,True
4447a8f5-bf1a-4f76-bbc8-054a9a79d9d4,cassandraestrada,jacobbrown@rivera.com,2023-05-05,2024-04-17,65.19,False
0488c61b-d51d-4cc1-82bf-b82e35c5e1f1,olsonblake,sanchezbrittany@lynch-phillips.com,2023-10-31,2024-08-15,57.1,False
201c8268-38b6-404e-88fb-45d17c1240b9,amanda94,jamesfrost@yahoo.com,2023-10-17,2024-08-13,78.42,True
1564eead-f305-4b89-a665-02517db2656d,pgarcia,cwalters@yahoo.com,2023-12-25,2024-06-26,44.5,True
c1ec76ad-1dae-4ef1-9cde-2bfb713a168c,finleyjacqueline,kevinhamilton@herring-pearson.org,2023-08-11,2024-08-02,30.99,False
66e17a11-ccff-47a0-a5ab-6cef96431046,charles71,ycowan@brooks.com,2023-06-10,2024-02-26,61.83,True
50721450-1c81-49e5-89c1-ef94350ed6a7,bakerjames,jbrown@hotmail.com,2023-09-16,2024-03-01,11.88,True
7935aec1-b835-4a1e-99a3-604ef2ba204d,larrymcdaniel,lesliegonzalez@gmail.com,2023-10-04,2024-07-20,46.44,False
1cb98958-d31a-4903-9495-a0024326f4eb,karenpratt,monicabennett@bolton-johnston.com,2023-10-07,2024-03-08,95.48,True
0b323fc5-b97a-4da2-a1d3-1388732fef5f,kellerbradley,coleashlee@franklin.com,2023-05-07,2024-04-23,35.52,True
7631f4f5-5865-43f0-8bdd-b2667ca01572,charlescastillo,charleskeith@hernandez.info,2023-08-09,2024-03-10,34.17,False
3d730ccd-a926-4a7d-88b7-e7d5ed6190e7,slee,malonetonya@rice-hunt.com,2023-06-15,2024-01-11,46.08,False
26e5aede-5ecc-49c2-8a66-2ef44efd9b8a,cthomas,evansjohn@jones-santiago.com,2023-09-14,2023-10-27,23.08,True
ef551da4-31ae-48ef-8851-aead86303693,derekbell,meyerryan@hardy-king.com,2023-04-26,2023-12-20,72.21,True
3c0625d0-2742-4f86-8e98-09d54f09b1e3,allison58,thompsondestiny@yahoo.com,2024-03-14,2024-07-28,68.12,False
8fd54ef0-300d-4f29-8143-93139b8796d7,jeffreyparker,stricklandmartin@gmail.com,2024-02-27,2024-03-16,75.05,False
3ba309fb-6e5e-406c-841a-9c9246f34e2f,joshua43,stephanierodriguez@nichols.com,2023-07-09,2024-04-17,36.44,True
12498601-7b53-4c72-a615-9133e39dd14e,kmcgee,jwoods@gmail.com,2023-08-02,2023-10-01,23.86,True
6c040eac-fa86-4d8b-a9c7-843350fb6fc9,harristerry,masoncharles@gmail.com,2023-07-01,2024-04-30,75.52,False
f77fe92c-8ea5-44cd-96d6-61089e66f8ed,ellisoncassandra,emartinez@gmail.com,2023-12-21,2024-09-10,56.34,False
62e2a669-6235-46b8-abaf-9c775ecb2469,calebvargas,cartergeorge@mullins-brown.com,2023-08-12,2023-10-29,50.35,True
088f59c1-b54c-4b36-9074-9d4c26441495,pearsonrichard,veronica78@higgins.biz,2023-10-21,2024-04-26,19.92,False
d2dcd108-7f66-4869-8b11-499ec521581c,scott44,upineda@maldonado-ramirez.com,2023-10-16,2024-09-17,60.35,True
af560050-c937-4b99-baaf-2098294122f0,rebecca66,whitenancy@mckenzie.com,2024-03-01,2025-02-22,25.85,True
959b91dd-40d0-4456-8e3f-cd854a96dea5,carolyn79,antonio79@king.com,2023-08-01,2023-12-09,47.15,True
32ba4d32-ce27-48ef-86d7-eead0ecae362,xfranklin,ccarr@gmail.com,2023-10-28,2023-12-07,74.48,True
1b186785-572b-4ec6-abf8-2c69e9648576,blakekelly,matthewevans@hotmail.com,2024-03-14,2024-08-24,43.33,False
452de179-cf87-4e3d-9d83-48bdf970780b,allisonmorgan,ljacobson@hotmail.com,2024-03-20,2025-02-28,79.75,True
6fa9ea49-500e-414c-8a32-bc1230fb9638,owenslarry,rjacobs@watson.info,2023-12-22,2024-05-07,24.24,True
6bd9f80d-e29e-4b66-b834-c2a8c6e9fe73,justincooper,hnolan@martinez.com,2024-02-24,2024-05-24,36.52,False
7b524a4b-ac38-4b45-af09-e2406b4360d1,batesjeffrey,donaldhayes@yahoo.com,2024-02-16,2024-08-04,74.96,False
5ac48d16-5977-41e2-a5e0-198792cf1f29,michaelsimmons,qcarroll@yahoo.com,2024-02-17,2024-03-14,63.38,True
3977418e-2897-4ab4-80bf-fa7be297078c,deborah30,tracicolon@morton.com,2024-04-03,2024-11-01,78.43,True
58567e43-8edf-4ac0-9f1a-47df3b31e99c,scottdiane,cunninghamlydia@yahoo.com,2024-02-23,2024-11-22,80.96,False
62d766ec-4a6d-4de2-848e-6f1da9e9d2dd,yvonnemorrison,goodwinedward@gmail.com,2023-07-05,2024-02-03,96.92,False
58161c9a-695a-45e0-b15d-f319a44112e4,tonijohnson,uflores@kline-howard.biz,2023-04-30,2023-08-09,92.11,True
6fc0a8bf-decb-40a2-ba83-a901d0471e37,nreid,carla58@hotmail.com,2023-12-18,2024-01-08,63.89,True
98d586c0-343f-4e3f-ac3f-2836e6c436c2,dalton83,christopher74@moore-burns.com,2023-07-13,2024-03-16,52.7,True
02b832be-420a-4d1a-acd8-8ca3c0792567,hchambers,eddiemunoz@hotmail.com,2023-06-28,2024-01-21,52.99,True
a3c163c1-e204-43e1-b4d5-5dc32e46bd27,lhanson,dwaller@gmail.com,2024-02-10,2024-10-23,49.53,False
179a268e-8b34-47db-a625-71253b30bafb,turnermelissa,nicholaspayne@hawkins.com,2024-03-16,2024-03-28,56.25,True
